GRBname,T90_start,T90_end,T100_start,T100_end,fluence,hardness
GRB200829A,-74.768,204.076,-62.668,-49.568,1.203408e-04 ,2.0040569112341506
GRB200819A,-0.712,30.328,0.312,27.256,4.437842e-07 ,1.140275904063986
GRB200809B,0.0,4.508,0.084,4.284,9.234936e-07 ,2.254498758263797
GRB200806A,-0.132,61.308,3.364,42.052,2.656631e-05 ,1.8557097595498626
GRB200729A,0.536,136.536,1.536,123.536,4.187539e-06 ,2.6634821034423735
GRB200716C,-0.42,112.632,-0.036,86.536,5.820799e-06 ,1.363766032956069
GRB200713A,18.448,65.98,21.14,63.112,9.426877e-07 ,0.8624622360220044
GRB200711A,-4.72,29.728,-3.264,26.096,9.858691e-06 ,1.6090517041661587
GRB200701A,-6.808,42.168,-5.12,33.66,1.301874e-06 ,1.1451963476581057
GRB200630A,-0.512,16.636,-0.248,14.596,7.617354e-07 ,1.467641087499779
GRB200612A,-11.916,433.432,-1.204,424.72,1.056344e-05 ,1.617484480180879
GRB200608A,18.328,161.176,20.648,142.2,1.926098e-06 ,1.119283403082994
GRB200529A,-0.688,93.428,1.096,81.012,4.479731e-06 ,1.1410379387225817
GRB200528A,-0.732,132.344,4.74,64.724,1.934764e-05 ,0.9666294173998281
GRB200522A,-0.016,0.672,-0.004,0.612,2.019289e-07 ,1.6406276244096127
GRB200519A,-0.452,100.704,3.248,74.944,2.192353e-05 ,1.5176443291815565
GRB200512A,-2.864,78.136,-0.864,73.136,1.276336e-06 ,1.3790497737556562
GRB200509A,-0.796,848.992,3.364,831.592,1.208862e-05 ,1.482108805314849
GRB200425A,-47.592,58.408,-41.592,39.408,2.453272e-06 ,1.8501203851486274
GRB200416A,-2.336,4.96,-1.808,4.24,1.445057e-06 ,1.2806486580416134
GRB200411A,-0.02,0.248,-0.004,0.216,2.224615e-07 ,2.4117377079870344
GRB200410A,-90.88,50.624,-62.768,45.952,2.353892e-06 ,1.8920825794156153
GRB200409A,-0.512,19.488,-0.512,15.488,3.011688e-07 ,1.1910224066874489
GRB200306C,-12.064,48.016,-8.816,44.336,7.913708e-06 ,2.4807914466140617
GRB200306A,-3.672,49.952,3.32,36.284,1.240471e-05 ,1.29738827245579
GRB200303A,-36.548,193.26,-30.344,63.876,2.162968e-05 ,1.315164043631622
GRB200228B,-0.844,6.968,-0.58,6.788,3.716655e-07 ,1.0220922780832398
GRB200227A,-0.496,87.732,2.336,32.664,1.077721e-05 ,1.5361023153596578
GRB200224A,-0.792,49.208,-0.792,44.208,4.657791e-07 ,1.6077916849806317
GRB200219A,-15.6,304.4,-15.6,272.4,2.309564e-06 ,1.7330451148444714
GRB200216B,-0.72,79.72,0.488,67.936,1.594381e-06 ,1.0285134189031504
GRB200215A,-9.972,5.368,-7.336,3.812,2.109772e-06 ,1.6048343506386935
GRB200205B,47.1,520.396,54.032,507.944,7.912971e-06 ,1.1159892543025725
GRB200131A,-3.452,46.556,-1.964,30.776,1.386363e-05 ,1.6474041706949454
GRB200127A,-144.312,92.936,-138.744,78.28,3.862465e-06 ,1.4447078529797714
GRB200125A,-36.224,427.736,-15.472,334.864,1.190908e-05 ,1.0933520146266988
GRB200122A,-8.82,229.076,1.884,192.48,1.861635e-05 ,1.3493049574290836
GRB200115A,-122.904,231.188,-54.352,187.788,1.268164e-05 ,1.1942904954862537
GRB200109A,-31.448,112.552,-31.448,80.552,4.254441e-06 ,1.7650214841695653
GRB200107B,-29.856,77.036,-21.84,64.836,5.687190e-06 ,1.6208774868977167
GRB191228A,-39.348,191.284,-31.964,161.852,3.104840e-06 ,1.055115558831003
GRB191227A,-30.56,105.92,-13.968,41.92,5.018716e-05 ,1.6931678597863122
GRB191221B,-15.28,96.72,-15.28,32.72,4.042574e-05 ,1.7585309731889263
GRB191220A,-2.464,248.416,-0.384,175.2,1.406762e-06 ,1.21322100975103
GRB191218A,-0.232,46.032,0.544,45.208,1.786593e-05 ,1.9834443772838422
GRB191213A,-33.524,111.068,-19.024,99.968,3.829907e-06 ,1.5676528347092131
GRB191130A,0.0,22.052,2.08,19.64,9.574555e-07 ,1.1062158162720463
GRB191123A,-3.048,335.968,-1.032,283.78,1.878494e-06 ,1.4541533422332518
GRB191122A,-11.12,196.104,-6.52,119.216,1.066006e-05 ,1.3140133828417024
GRB191106A,-1.356,2.38,-1.252,2.184,8.500939e-07 ,2.4497393755143357
GRB191101A,-21.244,143.504,-16.48,126.228,2.893501e-06 ,1.338628265064027
GRB191031D,-0.032,0.308,-0.02,0.268,1.163828e-06 ,2.556937103470945
GRB191031C,-37.984,66.492,-33.24,45.26,1.184339e-05 ,1.4115942711629894
GRB191031A,-6.264,8.596,-4.248,7.884,1.699764e-06 ,1.9760590966211036
GRB191029A,-4.0,42.0,-3.0,38.0,1.681620e-06 ,1.2970002976393256
GRB191024A,-0.956,7.448,-0.584,6.5,7.085101e-07 ,1.2575928659398352
GRB191019A,-0.828,84.32,1.34,65.688,1.297551e-05 ,0.8604985228145812
GRB191017B,-1.3,3.716,-0.92,3.408,7.191635e-07 ,1.2669508598648604
GRB191016A,-42.828,118.816,-28.976,97.704,9.287981e-06 ,1.3385048502096146
GRB191011A,-0.212,7.96,0.016,7.368,4.744586e-07 ,1.1491579567408028
GRB191004B,-1.452,382.784,0.864,300.992,6.970233e-06 ,2.0659037033080994
GRB191004A,-0.092,2.576,-0.012,2.432,2.448138e-06 ,1.6607715156223402
GRB191001B,4.728,126.12,8.328,115.464,7.553334e-06 ,1.442380846459513
GRB190926A,-0.004,386.468,11.208,373.548,3.035495e-06 ,1.0095084438544197
GRB190829A,-51.896,7.24,-50.552,6.344,7.275639e-06 ,0.7578441232824623
GRB190828B,-42.36,898.36,-28.024,687.832,8.746638e-06 ,1.746424214726101
GRB190824A,-71.888,114.64,-62.976,106.384,1.395947e-05 ,1.3806383565441183
GRB190821A,-3.308,59.492,-1.072,56.024,3.205307e-06 ,1.0412856785053972
GRB190816A,-206.48,341.552,-118.448,257.312,1.613655e-05 ,1.3845859770754452
GRB190727B,-21.488,38.956,-17.764,21.432,3.358880e-05 ,1.5347234585431075
GRB190719C,-0.28,202.124,0.62,186.448,8.197293e-06 ,1.321021237343666
GRB190718A,0.568,720.568,0.568,704.568,8.030311e-28 ,1.0016130555555557e-30
GRB190706B,-0.248,51.336,0.328,43.912,9.440419e-07 ,1.2920819695817969
GRB190701A,35.016,89.992,35.912,88.344,1.233402e-06 ,1.2447441337751168
GRB190630C,-1.92,50.232,-0.588,37.796,3.193040e-06 ,1.0928487126093471
GRB190630B,-1.684,4.704,-1.304,4.264,5.374090e-07 ,1.821838947816138
GRB190627A,-0.012,2.944,0.12,2.812,1.343397e-07 ,0.8625614997815301
GRB190613B,-2.848,175.652,-2.232,158.588,3.332102e-06 ,1.3553455269187684
GRB190613A,0.624,20.32,1.744,19.376,3.625986e-06 ,2.1037295312886353
GRB190611A,-0.872,63.824,-0.02,41.74,6.622077e-07 ,1.5235625810281
GRB190610A,0.212,0.952,0.248,0.88,1.844683e-06 ,4.070897426915802
GRB190604B,-39.776,238.04,-4.708,215.468,2.631372e-05 ,1.2194946337514754
GRB190519A,-52.472,5.624,-41.672,2.808,2.897118e-05 ,1.2798533071832214
GRB190515B,-25.544,31.8,-20.136,26.376,2.227602e-06 ,1.2589544100195127
GRB190512A,-9.7,43.3,-8.188,31.884,1.713546e-06 ,1.0368598794452568
GRB190511A,-24.272,6.88,-21.792,5.872,1.588101e-05 ,1.8919509007185293
GRB190427A,-0.008,0.312,-0.008,0.184,2.526039e-07 ,1.9435705045391944
GRB190424A,-1.312,14.368,-0.804,9.032,2.151870e-06 ,1.5548910187340912
GRB190422A,6.428,359.532,18.252,287.268,9.312317e-06 ,1.2227842756924283
GRB190331A,-0.056,4.504,-0.004,4.332,9.353513e-07 ,1.8655213037997396
GRB190326A,0.0,0.104,0.0,0.076,4.025532e-08 ,
GRB190324A,-0.408,57.608,17.272,40.056,1.267149e-05 ,1.4867571565770958
GRB190320A,-25.2,44.8,-23.2,39.8,5.690600e-06 ,2.0095090811344942
GRB190311A,-2.12,22.008,-1.16,12.792,1.419506e-06 ,1.283246402092592
GRB190220A,-0.12,11.88,-0.12,9.88,1.330856e-06 ,1.0571092597918006
GRB190219A,-105.74,88.496,-89.332,78.408,4.791254e-06 ,0.9059619294288022
GRB190211A,-9.76,1.664,-9.44,1.456,1.151665e-06 ,2.0731959028870715
GRB190204A,-6.52,54.128,-2.588,23.736,2.528837e-05 ,1.6827902523200462
GRB190203A,-56.472,229.96,-48.6,37.96,3.545790e-05 ,1.9194186410360594
GRB190202A,-4.824,23.4,-2.136,13.864,1.288152e-05 ,1.763194005958133
GRB190123A,-1.22,27.648,-0.34,24.784,1.900959e-06 ,2.1899283669064022
GRB190114C,-6.604,702.808,0.26,374.984,1.517884e-04 ,1.5114016023536647
GRB190114B,-1.164,27.9,0.168,26.66,7.080039e-07 ,1.1988916791999635
GRB190114A,126.4,199.58,128.068,195.164,1.074268e-06 ,1.0906869416229252
GRB190110A,-0.796,10.996,0.152,9.456,3.984867e-06 ,1.3183477571075926
GRB190109B,-4.26,3.308,-3.56,2.952,8.011447e-07 ,1.465312016281603
GRB190109A,5.868,206.68,12.256,127.264,8.953724e-06 ,1.150190828548116
GRB190106A,-0.124,96.616,1.856,79.952,9.860892e-06 ,1.3718929528132553
GRB190103B,-10.432,16.176,-4.88,14.64,2.022110e-05 ,1.3484038289913307
GRB181228A,-3.984,337.936,-0.96,254.192,1.904930e-05 ,1.5246843281948073
GRB181224A,-12.036,3.304,-9.508,2.98,1.013924e-06 ,1.9120975881290492
GRB181213A,-0.408,15.944,0.136,15.432,2.432919e-06 ,1.515933204305656
GRB181203A,-1.796,15.852,-0.812,14.248,1.148880e-06 ,1.232253514556014
GRB181202A,-0.256,6.756,0.02,6.58,4.144307e-07 ,1.5312281405179786
GRB181126A,-0.068,2.164,0.016,2.108,6.971467e-07 ,1.9322350392459602
GRB181125A,-0.18,11.24,0.072,10.584,5.649579e-07 ,1.652190170738719
GRB181123B,0.032,0.312,0.04,0.3,3.867125e-07 ,3.028934868222143
GRB181110A,-109.304,129.808,-39.268,99.156,1.331035e-05 ,1.0112768953591915
GRB181103A,-1.224,9.96,-0.728,8.44,4.019313e-07 ,1.2190176253442948
GRB181030A,3.192,443.004,18.244,321.44,9.526539e-06 ,1.2665430144972156
GRB181027A,-18.452,85.444,-7.956,73.348,5.275645e-06 ,1.5873396479030308
GRB181023A,-29.016,36.94,-21.412,35.572,2.038124e-06 ,1.4017485461213255
GRB181022A,-1.644,7.964,-1.156,6.78,4.801457e-07 ,2.9330534414382137
GRB181020A,-1.448,271.204,0.796,238.812,1.675888e-05 ,1.7416872788428637
GRB181016A,-18.004,110.18,-12.952,98.392,3.310000e-06 ,1.5986740056503421
GRB181013A,18.368,123.968,18.976,123.184,4.107465e-07 ,1.8004870722551258
GRB181010A,-4.044,15.212,-2.376,13.188,1.216063e-06 ,1.5299251207148294
GRB181003A,-11.196,18.008,-8.6,16.892,8.495576e-07 ,1.5496366063684293
GRB181002A,-28.376,43.624,-22.872,40.536,1.139495e-06 ,1.0219034903962472
GRB180930A,-3.244,4.204,-2.98,3.824,2.933051e-07 ,1.2841329361879545
GRB180925A,-4.44,104.028,-3.48,79.152,7.218047e-06 ,1.5597309259730527
GRB180924A,-84.668,26.348,-76.408,18.408,1.917313e-06 ,1.127768614103833
GRB180905A,-58.932,146.66,-47.26,118.084,7.037737e-06 ,1.4350598697980121
GRB180904A,0.28,6.556,1.332,5.964,5.639530e-07 ,2.4811895883246113
GRB180828A,-7.288,28.712,-7.288,5.712,2.364408e-05 ,2.2696041401080977
GRB180823A,-37.532,72.048,-29.268,51.028,1.327366e-05 ,1.385893905784384
GRB180821A,1.0,65.0,1.0,65.0,2.207801e-06 ,1.3897927759448838
GRB180818B,-93.58,62.744,-89.712,47.748,3.516001e-06 ,1.2562322544434923
GRB180818A,-2.144,14.096,-1.6,12.112,3.321208e-07 ,1.0931003123486216
GRB180812A,-0.84,16.628,-0.088,16.44,1.690803e-06 ,2.074101466474527
GRB180809B,-36.08,302.308,3.628,236.872,1.516842e-04 ,1.7228598075662065
GRB180805B,-0.1,126.532,0.116,122.356,2.013186e-06 ,2.397177557471546
GRB180805A,0.036,1.9,0.116,1.792,1.911948e-07 ,1.6570289141107173
GRB180728A,-0.244,36.512,11.672,20.356,4.163949e-05 ,1.038197497225844
GRB180727A,-0.052,1.332,0.024,1.08,4.914803e-07 ,1.4108790896430603
GRB180721A,-0.392,48.916,0.084,47.684,1.230113e-06 ,1.955239423355549
GRB180720C,-150.52,13.444,-112.22,10.768,4.334548e-06 ,1.6577919284474993
GRB180720B,-3.816,527.728,0.22,108.62,1.647150e-04 ,1.6057579296664999
GRB180718A,0.0,0.1,0.008,0.092,3.958494e-09 ,0.39318770141510984
GRB180715A,-0.144,0.632,-0.112,0.572,3.815327e-07 ,2.970708089133167
GRB180709A,0.596,223.72,2.748,197.556,2.687940e-06 ,1.8610143655297302
GRB180706A,-15.92,51.168,-2.112,40.332,3.397018e-06 ,1.1101966952310258
GRB180705A,0.26,133.044,3.852,110.636,3.358675e-06 ,1.5003753888574203
GRB180704A,-17.896,4.236,-17.136,2.52,1.302331e-05 ,1.8508021893031532
GRB180630A,-0.356,30.024,1.476,20.436,2.337372e-06 ,1.008555731569559
GRB180626A,-10.008,25.588,-6.68,23.424,6.641557e-06 ,1.031145173658558
GRB180624A,-61.548,487.604,-43.332,423.32,7.972061e-06 ,1.1448539700203135
GRB180623A,-61.82,114.068,-37.172,77.708,2.100612e-05 ,1.5100809121672663
GRB180620B,-159.376,162.428,-118.84,105.128,1.718407e-05 ,1.3774003891213094
GRB180620A,-6.924,37.788,-0.616,22.332,8.957045e-06 ,1.24480123885372
GRB180618A,-0.056,56.328,0.008,47.432,1.291324e-06 ,1.817229966481271
GRB180614A,-4.348,3.452,-3.956,3.136,3.651359e-07 ,1.5914758983328852
GRB180613A,25.32,82.568,27.944,78.76,1.027532e-06 ,1.4647050704283673
GRB180602A,-39.372,30.248,-32.4,20.804,2.717778e-06 ,1.3001995537737052
GRB180514A,-8.36,28.6,-6.544,24.616,1.390343e-06 ,1.2842512187789425
GRB180512A,29.0,55.0,30.0,54.0,5.575110e-07 ,1.093100060412285
GRB180510B,-19.92,137.104,-13.168,120.848,2.886621e-06 ,1.0887545828218461
GRB180510A,-15.232,64.768,-15.232,48.768,1.149979e-05 ,1.5121681790765604
GRB180504A,-44.296,133.688,-27.912,87.352,4.182251e-06 ,1.547355110349277
GRB180425A,-0.968,12.728,-0.136,11.768,2.338464e-06 ,1.7564670544180405
GRB180418A,0.096,7.168,0.28,4.688,6.611838e-07 ,1.715615893297467
GRB180411A,-6.92,100.824,-1.224,76.752,2.218072e-05 ,1.4922788318767313
GRB180410A,20.712,154.752,25.688,140.488,4.508425e-06 ,1.648427849229303
GRB180407A,-20.572,107.108,-16.164,84.464,2.058832e-06 ,1.1849773894664082
GRB180404B,-5.908,196.28,-0.244,111.464,2.320924e-05 ,1.625661230320059
GRB180404A,-22.472,24.16,-17.136,19.144,1.778179e-06 ,1.1016408421234416
GRB180402A,0.052,0.264,0.068,0.248,5.053308e-07 ,3.619762587412836
GRB180331B,-21.384,62.424,-20.168,57.864,2.046189e-06 ,0.9134400895341618
GRB180331A,0.584,48.584,0.584,48.584,1.237061e-06 ,1.6430844809897176
GRB180329B,-9.912,257.16,-5.592,207.944,5.020233e-06 ,1.1711164873307953
GRB180329A,-0.504,39.496,-0.504,35.496,4.595788e-07 ,1.3399230202931949
GRB180325A,-0.008,107.888,1.752,94.58,1.372876e-05 ,1.7928754945335679
GRB180324A,-5.36,3.66,-4.772,2.444,1.027843e-06 ,1.5910734302467824
GRB180316A,-79.728,37.272,-61.728,25.272,8.937495e-06 ,1.578883718388868
GRB180314B,-51.12,11.936,-44.928,10.496,1.006755e-06 ,0.9082598663431094
GRB180314A,-11.8,109.752,-9.784,40.68,1.936795e-05 ,1.4578401043374265
GRB180311A,-0.24,26.576,0.72,23.76,5.046483e-07 ,1.391296915450162
GRB180224A,-0.472,14.572,0.144,11.064,6.125166e-07 ,1.018943283744854
GRB180222A,-0.472,55.336,0.424,42.728,1.611432e-06 ,1.5856232420336778
GRB180221A,1.656,14.656,1.656,12.656,8.968367e-07 ,1.5446849906142452
GRB180205A,-7.044,10.868,-6.316,9.22,1.374882e-06 ,1.040782914208941
GRB180204A,-0.052,1.292,-0.028,1.136,1.116039e-06 ,2.0166011516085414
GRB180115A,26.492,70.252,27.736,66.88,1.210284e-06 ,1.4186003845994652
GRB180113A,-12.976,67.024,-12.976,51.024,1.129874e-05 ,1.9638118137788718
GRB180111A,-0.296,69.588,1.784,52.676,2.047731e-05 ,1.6860482939929118
GRB180103A,0.0,174.4,11.2,161.6,4.140071e-06 ,1.5966509208423643
GRB180102A,-7.624,6.3,-6.14,5.42,4.716276e-07 ,1.0845764231918547
GRB171222A,8.004,210.088,12.848,186.72,2.550799e-06 ,1.0781769308919087
GRB171216A,-0.448,33.472,0.512,30.592,7.921290e-07 ,1.5780467308993278
GRB171212A,-28.824,371.176,-28.824,275.176,4.224060e-06 ,0.9275772304928794
GRB171211A,0.032,2.64,0.08,2.256,3.718155e-07 ,1.3535986903613146
GRB171209A,-70.756,228.436,-5.204,156.444,1.256208e-05 ,1.4302438105205684
GRB171205A,-42.228,197.796,-26.196,164.276,6.777526e-06 ,1.6967971021464356
GRB171123A,-1.392,60.288,-0.48,57.984,9.141223e-07 ,1.9448672208148707
GRB171120A,-15.528,64.472,-15.528,48.472,1.447971e-05 ,1.445505692725856
GRB171115A,-7.38,32.332,-6.3,30.472,1.045803e-06 ,1.339799777664999
GRB171103A,-0.372,4.668,-0.324,3.944,7.467078e-07 ,1.7987043388028874
GRB171102B,-5.368,15.416,-4.84,14.04,2.092596e-06 ,2.178863489826544
GRB171027A,-1.096,129.984,7.672,104.444,1.407482e-05 ,1.4941012839894023
GRB171020A,-0.968,46.648,0.248,42.104,2.818119e-06 ,2.286493284578919
GRB171011A,-0.06,2.744,0.06,2.34,1.689733e-06 ,1.2971197336746787
GRB171010B,0.0,32.0,0.0,30.4,7.362938e-07 ,1.6902459323570613
GRB171007A,-0.156,83.348,0.48,68.904,5.147383e-07 ,2.360261279006808
GRB171004A,10.588,136.976,15.344,120.884,4.677428e-06 ,1.349087010617257
GRB171001A,12.028,34.196,12.784,33.7,1.047625e-06 ,1.6646002098324555
GRB170921A,-21.816,13.0,-18.296,10.504,1.022395e-06 ,1.3150733628914237
GRB170912B,-1.576,38.748,0.004,17.888,3.460991e-06 ,1.123440580442766
GRB170912A,-1.208,26.312,-0.12,21.064,1.506636e-06 ,1.1171196877014946
GRB170906C,-35.208,41.328,-25.784,19.292,1.443805e-05 ,1.2994212699534082
GRB170906B,-11.776,7.424,-11.776,7.424,,
GRB170906A,-44.756,122.86,8.008,96.12,6.471933e-05 ,1.6078660076946194
GRB170903A,-9.996,25.704,-5.268,22.456,3.292215e-06 ,1.1068784633972946
GRB170827A,17.24,176.972,24.12,122.744,3.402317e-06 ,1.9581673601007619
GRB170823A,-0.356,87.308,1.7,71.108,3.442876e-06 ,1.0000690415006743
GRB170822A,-15.624,64.376,-15.624,48.376,9.609928e-06 ,1.2132486909033
GRB170813A,-9.164,77.088,-7.428,65.116,4.387823e-06 ,2.0677593185032195
GRB170810A,-24.332,157.74,-17.776,134.644,9.942370e-06 ,1.7882990550421582
GRB170807A,-0.436,52.232,0.164,36.488,1.255201e-06 ,1.2366022174351523
GRB170804A,1.98,78.932,3.856,60.336,2.112266e-06 ,1.3576883728749305
GRB170803A,-0.692,4.144,-0.188,3.632,2.122786e-06 ,1.6846510846011806
GRB170728B,-0.072,50.552,0.056,47.736,2.383484e-06 ,1.4496068628391214
GRB170728A,0.168,1.584,0.236,1.484,1.129987e-07 ,1.1863688291369439
GRB170724A,-45.644,63.604,-39.768,59.212,1.948645e-06 ,1.670205214959213
GRB170714A,-74.36,464.232,-32.904,426.312,4.593317e-06 ,1.3797167155875272
GRB170711A,-31.624,15.368,-22.16,9.052,2.160207e-06 ,1.2600565573099378
GRB170710B,0.0,59.2,1.6,56.0,4.552414e-06 ,1.6162923924964747
GRB170710A,0.168,36.792,0.568,33.688,1.097484e-06 ,1.3202923416959693
GRB170705A,-0.388,310.464,4.372,227.576,1.515066e-05 ,1.3340737701740282
GRB170629A,-1.208,39.324,0.24,34.668,4.256343e-06 ,1.381624081324374
GRB170626A,-21.344,17.924,-1.236,11.712,1.399075e-05 ,1.345890954362924
GRB170607A,-207.896,144.104,-191.896,128.104,1.255575e-05 ,1.3519482334584247
GRB170604A,-11.656,18.84,-10.296,16.232,1.026077e-05 ,1.7712914710978183
GRB170531B,0.24,181.56,4.288,174.584,2.693072e-06 ,1.131253623748969
GRB170531A,-13.244,25.796,-9.948,22.356,1.597496e-06 ,2.0459260066083913
GRB170526A,-0.072,8.716,0.164,8.476,4.140093e-07 ,2.44258727937288
GRB170524B,0.0,49.6,0.0,46.4,1.478638e-05 ,1.8762465385138611
GRB170524A,0.0,0.12,0.004,0.108,8.855054e-08 ,2.306587451090185
GRB170519A,-30.2,201.264,-24.028,196.224,1.566178e-06 ,1.1745189115185235
GRB170516A,-19.856,31.216,-12.912,23.856,1.067569e-06 ,0.6853619793146898
GRB170428A,0.148,0.448,0.164,0.364,8.336259e-07 ,2.5951354527934
GRB170419B,0.276,87.228,1.0,66.856,3.707828e-06 ,1.6862424250997672
GRB170419A,-0.376,8.584,-0.072,7.704,4.026595e-07 ,1.1265229852773642
GRB170405A,-27.104,242.496,-16.816,148.496,6.806686e-06 ,1.504249908721079
GRB170331A,-2.784,17.152,-1.728,15.888,1.556414e-06 ,1.247468718350932
GRB170330A,-143.864,7.972,-141.168,3.3,1.083333e-05 ,1.6704369581856744
GRB170325A,0.0,0.392,0.016,0.348,2.044118e-07 ,2.3003290537962333
GRB170318B,-0.5,0.644,-0.464,0.608,3.912695e-07 ,3.1226264708234077
GRB170318A,-21.592,146.26,-5.356,111.56,7.169530e-06 ,1.7098965233433407
GRB170317A,-0.288,18.32,0.432,12.384,2.171932e-06 ,1.2425960930897935
GRB170311A,-3.696,6.304,-3.696,5.304,6.137055e-07 ,2.02041290828105
GRB170307A,55.204,125.096,56.16,86.08,1.893542e-06 ,1.227891365593362
GRB170306A,-7.036,19.284,-3.332,17.676,1.237502e-06 ,1.27303360722586
GRB170208B,-18.2,159.3,-5.472,122.664,1.043731e-05 ,1.3376420345984381
GRB170208A,-0.036,8.06,0.088,7.536,3.715870e-06 ,2.1804192400971947
GRB170206B,-0.328,15.608,-0.008,13.352,5.882180e-07 ,1.8007773238627853
GRB170205A,-1.424,46.396,-0.116,26.012,5.531076e-06 ,1.1453286175458917
GRB170203A,-0.04,48.976,0.748,46.652,1.087360e-06 ,1.6822092860816475
GRB170202A,0.252,76.46,1.58,39.34,5.369600e-06 ,1.3095447803626554
GRB170131A,,,,,,
GRB170127B,0.048,0.64,0.048,0.56,2.800024e-07 ,2.6342682123991534
GRB170127A,-8.496,65.268,-4.892,62.484,1.181384e-06 ,2.246363807660903
GRB170126A,-0.76,10.888,-0.184,9.352,5.449366e-06 ,1.6267088688127271
GRB170115A,2.948,52.496,3.96,36.004,8.529502e-07 ,1.7003955607839867
GRB170113A,-0.608,22.932,0.26,20.556,1.214861e-06 ,1.4477050007311438
GRB170112A,-0.004,0.056,-0.004,0.052,2.811779e-08 ,2.4437680200652694
GRB170111A,-13.588,25.324,-12.264,17.612,1.342645e-06 ,1.4605960137610499
GRB170101A,-1.632,8.512,-0.272,2.832,9.427096e-06 ,1.1904745720202565
GRB161224A,12.456,65.176,15.672,63.048,1.229831e-06 ,0.9866657964515133
GRB161220A,-3.428,4.464,-3.052,4.168,2.505457e-07 ,1.1474138060173504
GRB161219B,-0.536,8.376,0.048,6.98,2.261545e-06 ,1.1666751800460957
GRB161218A,-1.396,14.5,-0.328,6.872,1.536587e-05 ,1.7888754604249275
GRB161217A,32.872,48.748,35.9,47.936,2.239548e-07 ,0.8010321404708854
GRB161214B,-0.424,30.828,0.404,25.3,3.153625e-06 ,1.2421951778056481
GRB161202A,-63.412,65.792,-62.156,56.34,1.473644e-05 ,1.3893448301192732
GRB161129A,0.056,44.584,6.18,41.724,6.226768e-06 ,1.4297169473570186
GRB161117B,-6.456,157.444,-0.908,151.404,7.921893e-06 ,0.9548607814068574
GRB161117A,-5.996,154.436,1.584,127.284,3.107094e-05 ,
GRB161113A,-3.448,55.276,0.66,44.124,2.372390e-06 ,1.256000958872937
GRB161108A,-1.904,126.756,-0.496,115.34,1.660154e-06 ,1.2722722126851411
GRB161105A,-87.04,161.076,-57.556,120.14,1.199573e-05 ,1.6314731836577518
GRB161104A,-0.016,0.1,-0.012,0.088,9.562424e-08 ,2.128089310377957
GRB161022A,0.552,8.232,0.792,8.04,1.661580e-06 ,2.172800509356148
GRB161017A,-13.28,233.42,-0.808,216.24,9.119041e-06 ,1.3936384016879864
GRB161014A,-14.712,12.288,-11.712,11.288,4.051760e-06 ,1.633202017387754
GRB161011A,-0.352,4.516,-0.12,4.156,5.244822e-07 ,2.493617834886537
GRB161007A,18.224,261.184,25.86,183.552,2.401520e-06 ,1.643879569831692
GRB161004B,-5.16,27.308,-2.636,13.084,1.600193e-05 ,1.473295804098147
GRB161004A,-0.108,1.312,-0.064,1.256,1.960191e-07 ,1.8726639961217564
GRB161001A,-0.216,3.104,-0.108,2.492,1.621355e-06 ,2.023858301357046
GRB160927A,0.0,0.56,0.04,0.528,3.171524e-07 ,2.186150354248865
GRB160917A,-0.3,15.308,0.092,14.612,3.262443e-06 ,2.4392157137876658
GRB160912A,-33.112,211.088,-20.448,186.86,6.742885e-06 ,1.576775961275002
GRB160905A,-15.2,96.8,-15.2,48.8,3.955560e-05 ,2.1012611677712463
GRB160827A,-8.952,10.888,-4.04,10.008,5.058383e-07 ,1.0891560109839906
GRB160826A,3.848,61.608,4.78,57.396,8.361944e-07 ,1.6373436519475053
GRB160824A,-0.66,111.576,1.344,100.676,4.158942e-06 ,1.386085348390424
GRB160821B,0.0,0.536,0.008,0.488,1.662704e-07 ,1.1934384037215438
GRB160821A,-2.612,115.168,1.56,114.196,1.250764e-05 ,1.4292890461398557
GRB160819A,0.0,73.6,3.2,70.4,1.227207e-05 ,1.2747939425010846
GRB160815A,-6.408,5.196,-4.26,4.308,2.278285e-06 ,1.2800589037516195
GRB160804A,25.14,247.148,38.204,190.948,1.639695e-05 ,1.1195406875787113
GRB160801A,-1.344,1.828,-1.168,1.684,2.555366e-07 ,1.2686450836314813
GRB160726A,0.004,0.788,0.016,0.744,6.101351e-07 ,2.0063199780041856
GRB160716A,-0.432,6.728,-0.016,6.376,2.231891e-07 ,0.959908891326448
GRB160714A,0.028,0.4,0.036,0.384,1.287043e-07 ,1.988382513456603
GRB160712A,-8.6,45.464,-3.304,41.224,5.723294e-06 ,1.9419145842966647
GRB160709A,0.0,4.8,0.0,4.8,1.045373e-06 ,2.3124915298633213
GRB160705B,-14.484,55.132,-5.052,49.528,1.113074e-06 ,1.357219426453079
GRB160703A,-26.428,53.304,-8.372,36.636,1.772196e-05 ,1.6319243943750141
GRB160630A,-1.416,34.888,-0.408,29.144,2.503206e-06 ,1.7529514239820267
GRB160625A,-15.036,47.412,-9.332,44.588,4.367797e-06 ,0.9776875809328349
GRB160624A,0.048,0.304,0.048,0.24,1.793123e-07 ,5.108578494326998
GRB160623A,,,,,,
GRB160612A,0.0,0.308,0.032,0.28,2.959496e-07 ,2.778434007278767
GRB160611A,-31.384,13.512,-25.268,9.856,2.841688e-06 ,1.3461701731369626
GRB160607A,-14.548,44.08,-1.136,32.356,4.003869e-05 ,1.5770664221785784
